"uri","sort_name","authority_id","created_by"
"/agents/people/56738","Gibbs, Frederic Andrews, 1903-","http://id.loc.gov/authorities/names/n79075625","lyrasis-dts"
"/agents/people/56739","Coffin, William A. (William Anderson), 1855-1925","http://id.loc.gov/authorities/names/n85098626","lyrasis-dts"
"/agents/people/56740","Oertel, Hanns, 1868-","http://id.loc.gov/authorities/names/n82107884","lyrasis-dts"
"/agents/people/56743","Stuart, James","http://id.loc.gov/authorities/names/n98880103","lyrasis-dts"
"/agents/people/56744","Lockwood, James, 1714-1772","http://id.loc.gov/authorities/names/n85198544","lyrasis-dts"
"/agents/people/56752","Studd, Kynaston, 1858-1944","http://id.loc.gov/authorities/names/nb2008022832","lyrasis-dts"
"/agents/people/56757","Vanderbilt, Gloria, 1924-","http://id.loc.gov/authorities/names/n80009859","lyrasis-dts"
"/agents/people/56758","Lewis, Charlton Miner, 1866-1923","http://id.loc.gov/authorities/names/n50049255","lyrasis-dts"
"/agents/people/56760","Hutchins, Henry Clinton, 1889-","http://id.loc.gov/authorities/names/n96045520","lyrasis-dts"
"/agents/people/56761","Pembroke, Henry Herbert, Earl of, 1734-1794","http://id.loc.gov/authorities/names/nr92008505","lyrasis-dts"
"/agents/people/56762","Olʹga Nikolaevna, Grand Duchess, daughter of Nicholas II, Emperor of Russia, 1895-1918","http://id.loc.gov/authorities/names/n90695729","lyrasis-dts"
"/agents/people/56764","Drummond, Henry, 1786-1860","http://id.loc.gov/authorities/names/n87860525","lyrasis-dts"
"/agents/people/56767","Koch, Kenneth, 1925-2002","http://id.loc.gov/authorities/names/n50043988","lyrasis-dts"
"/agents/people/56775","Pettit, Frederick, 1842-1864","http://id.loc.gov/authorities/names/n90665984","lyrasis-dts"
"/agents/people/56777","Whitehead, Alfred North, 1861-1947","http://id.loc.gov/authorities/names/n79058622","lyrasis-dts"
