uri,sort_name,authority_id,created_by,
/agents/people/57433,"McCormack, John William, 1887-1979",http://id.loc.gov/authorities/names/n87134473,lyrasis-dts,Could not retrieve Wikidata URI
/agents/people/57438,"Gilden, K. B.",http://id.loc.gov/authorities/names/n88210554,lyrasis-dts,Could not retrieve Wikidata URI
/agents/people/57444,"Mason, Abigail Gregory, 1797-1889",http://id.loc.gov/authorities/names/no2009067295,lyrasis-dts,Could not retrieve Wikidata URI
/agents/people/57459,"Fisher, Margaret Hazard, -1940",http://id.loc.gov/authorities/names/no00011808,lyrasis-dts,Could not retrieve Wikidata URI
/agents/people/57467,"Schifter, Richard",http://id.loc.gov/authorities/names/n82008215,lyrasis-dts,Could not retrieve Wikidata URI
/agents/people/57481,"Rapp, Frederick, 1775-1834",http://id.loc.gov/authorities/names/n91083289,lyrasis-dts,Could not retrieve Wikidata URI
/agents/people/57484,"Phelps, John J.",http://id.loc.gov/authorities/names/n86066463,lyrasis-dts,Could not retrieve Wikidata URI
/agents/people/57494,"Stern, James",http://id.loc.gov/authorities/names/no00054393,lyrasis-dts,Could not retrieve Wikidata URI
/agents/people/57525,"Leffingwell, William, 1765-1834",http://id.loc.gov/authorities/names/nr00026693,lyrasis-dts,Could not retrieve Wikidata URI
/agents/people/57536,"Ford, Julia Ellsworth, 1859-1950",http://id.loc.gov/authorities/names/nr96034878,lyrasis-dts,Could not retrieve Wikidata URI
/agents/people/57538,"Tietze, R. G. (Richard G.)",http://id.loc.gov/authorities/names/no2010151882,lyrasis-dts,Could not retrieve Wikidata URI
/agents/people/57554,"Westerweel, Joop, 1899-1944",http://id.loc.gov/authorities/names/nr99030515,lyrasis-dts,Could not retrieve Wikidata URI
/agents/people/57559,"Strong, Joseph, 1753-1834",http://id.loc.gov/authorities/names/n85286124,lyrasis-dts,Could not retrieve Wikidata URI
/agents/people/57574,"Oh, Rosanna, 1988-",http://id.loc.gov/authorities/names/no2010095854,lyrasis-dts,Could not retrieve Wikidata URI
/agents/people/57613,"Sheldon, Charles, 1867-1928",http://id.loc.gov/authorities/names/n80020759,lyrasis-dts,Could not retrieve Wikidata URI
/agents/people/57619,"Harrison, Frederick, 1853 or 1854-1926",http://id.loc.gov/authorities/names/no2008178138,lyrasis-dts,Could not retrieve Wikidata URI
/agents/people/57622,"Morin, Thomas D. (Thomas Dennis), 1944-",http://id.loc.gov/authorities/names/no2012016975,lyrasis-dts,Could not retrieve Wikidata URI
/agents/people/57627,"Frieder, Abraham-Aba, 1911-1946",http://id.loc.gov/authorities/names/n88035346,lyrasis-dts,Could not retrieve Wikidata URI
/agents/people/57628,"Pettus, Winston, 1912-1945",http://id.loc.gov/authorities/names/n84805168,lyrasis-dts,Could not retrieve Wikidata URI
