lc_uri,snac_ark
http://id.loc.gov/authorities/names/n80160326,http://n2t.net/ark:/99166/w6g73q5n
http://id.loc.gov/authorities/names/n83130327,http://n2t.net/ark:/99166/w6bx06pp
http://id.loc.gov/authorities/names/n82142549,http://n2t.net/ark:/99166/w6jq1b3w
http://id.loc.gov/authorities/names/n95054143,http://n2t.net/ark:/99166/w69p3n49
http://id.loc.gov/authorities/names/n85173474,http://n2t.net/ark:/99166/w6835xsq
http://id.loc.gov/authorities/names/n83161778,http://n2t.net/ark:/99166/w6v98d2k
http://id.loc.gov/authorities/names/n50008322,http://n2t.net/ark:/99166/w6d298hp
http://id.loc.gov/authorities/names/n96052237,http://n2t.net/ark:/99166/w6bk1zcp
http://id.loc.gov/authorities/names/n50032233,http://n2t.net/ark:/99166/w6bz715w
http://id.loc.gov/authorities/names/n85387554,http://n2t.net/ark:/99166/w6fx82fv
http://id.loc.gov/authorities/names/n88145360,http://n2t.net/ark:/99166/w6ht55tg
http://id.loc.gov/authorities/names/n84125315,http://n2t.net/ark:/99166/w68k9nnz
http://id.loc.gov/authorities/names/nr89002041,http://n2t.net/ark:/99166/w63z0cdb
http://id.loc.gov/authorities/names/n84160359,http://n2t.net/ark:/99166/w6k653t2
http://id.loc.gov/authorities/names/no96003867,http://n2t.net/ark:/99166/w6323g45
http://id.loc.gov/authorities/names/n80017895,http://n2t.net/ark:/99166/w66116q9
http://id.loc.gov/authorities/names/n80008799,http://n2t.net/ark:/99166/w6v98t13
http://id.loc.gov/authorities/names/n85253097,http://n2t.net/ark:/99166/w6hq82fd
http://id.loc.gov/authorities/names/n85370495,http://n2t.net/ark:/99166/w69k4xc3
http://id.loc.gov/authorities/names/n86819306,http://n2t.net/ark:/99166/w66m50d5
http://id.loc.gov/authorities/names/no2005106917,http://n2t.net/ark:/99166/w6c3299s
http://id.loc.gov/authorities/names/n50006296,http://n2t.net/ark:/99166/w60c7633
http://id.loc.gov/authorities/names/n81019573,http://n2t.net/ark:/99166/w66d5sbq
http://id.loc.gov/authorities/names/n92090182,http://n2t.net/ark:/99166/w6z64gd8
http://id.loc.gov/authorities/names/no2004026045,http://n2t.net/ark:/99166/w66r6r87
http://id.loc.gov/authorities/names/nb2011030560,http://n2t.net/ark:/99166/w6zn0t57
http://id.loc.gov/authorities/names/n78095326,http://n2t.net/ark:/99166/w6bp2zgf
http://id.loc.gov/authorities/names/no89017702,http://n2t.net/ark:/99166/w6x64731
http://id.loc.gov/authorities/names/no2008182459,http://n2t.net/ark:/99166/w6zw3xs3
http://id.loc.gov/authorities/names/n79045095,http://n2t.net/ark:/99166/w6fr0x5v
http://id.loc.gov/authorities/names/no90011815,http://n2t.net/ark:/99166/w6p84bt6
http://id.loc.gov/authorities/names/nr93044896,http://n2t.net/ark:/99166/w6j67k67
http://id.loc.gov/authorities/names/n2009164495,http://n2t.net/ark:/99166/w6kh9d7s
http://id.loc.gov/authorities/names/n79092018,http://n2t.net/ark:/99166/w6h42bd4
http://id.loc.gov/authorities/names/no90017168,http://n2t.net/ark:/99166/w6jt222j
http://id.loc.gov/authorities/names/no89017352,http://n2t.net/ark:/99166/w69k4wwd
http://id.loc.gov/authorities/names/n50034099,http://n2t.net/ark:/99166/w6v98v93
http://id.loc.gov/authorities/names/n85070614,http://n2t.net/ark:/99166/w60c4xjg
http://id.loc.gov/authorities/names/n81035762,http://n2t.net/ark:/99166/w62c31kd
http://id.loc.gov/authorities/names/n80126287,http://n2t.net/ark:/99166/w6805zjz
http://id.loc.gov/authorities/names/no2006130851,http://n2t.net/ark:/99166/w61g16j0
http://id.loc.gov/authorities/names/n2008160187,http://n2t.net/ark:/99166/w6st82p2
http://id.loc.gov/authorities/names/n50030520,http://n2t.net/ark:/99166/w6d79xmm
http://id.loc.gov/authorities/names/no2005122265,http://n2t.net/ark:/99166/w6mc9k7s
http://id.loc.gov/authorities/names/n80010487,http://n2t.net/ark:/99166/w6w958gg
http://id.loc.gov/authorities/names/n78030997,http://n2t.net/ark:/99166/w6b09txc
http://id.loc.gov/authorities/names/no96050228,http://n2t.net/ark:/99166/w69611qw
http://id.loc.gov/authorities/names/n98025558,http://n2t.net/ark:/99166/w6x950tz
http://id.loc.gov/authorities/names/no2004045838,http://n2t.net/ark:/99166/w667227t
http://id.loc.gov/authorities/names/n82075276,http://n2t.net/ark:/99166/w6z617fp
http://id.loc.gov/authorities/names/nr97018692,http://n2t.net/ark:/99166/w6hq3x4t
http://id.loc.gov/authorities/names/no2007090281,http://n2t.net/ark:/99166/w62g1fsb
http://id.loc.gov/authorities/names/n79069953,http://n2t.net/ark:/99166/w67w6pk4
http://id.loc.gov/authorities/names/n85203518,http://n2t.net/ark:/99166/w6np2b83
http://id.loc.gov/authorities/names/n81057148,http://n2t.net/ark:/99166/w6p84czd
http://id.loc.gov/authorities/names/n88025992,http://n2t.net/ark:/99166/w6sj1nb6
http://id.loc.gov/authorities/names/n84805745,http://n2t.net/ark:/99166/w62j7w0c
http://id.loc.gov/authorities/names/n94116738,http://n2t.net/ark:/99166/w6807306
http://id.loc.gov/authorities/names/n85239059,http://n2t.net/ark:/99166/w65f0zsr
http://id.loc.gov/authorities/names/n79115506,http://n2t.net/ark:/99166/w6kd23kv
http://id.loc.gov/authorities/names/n81118391,http://n2t.net/ark:/99166/w6kb5zfv
http://id.loc.gov/authorities/names/no2004080164,http://n2t.net/ark:/99166/w6ws98dx
http://id.loc.gov/authorities/names/nr89008677,http://n2t.net/ark:/99166/w66408h3
http://id.loc.gov/authorities/names/n50082911,http://n2t.net/ark:/99166/w6tx41fb
http://id.loc.gov/authorities/names/n79043907,http://n2t.net/ark:/99166/w6cr63vj
http://id.loc.gov/authorities/names/n50024975,http://n2t.net/ark:/99166/w6nv9h4r
http://id.loc.gov/authorities/names/n89104405,http://n2t.net/ark:/99166/w67v0b6f
http://id.loc.gov/authorities/names/nr93011566,http://n2t.net/ark:/99166/w6v98kg1
http://id.loc.gov/authorities/names/n79127924,http://n2t.net/ark:/99166/w65842pf
http://id.loc.gov/authorities/names/n50033619,http://n2t.net/ark:/99166/w6dz0dm7
http://id.loc.gov/authorities/names/n88158769,http://n2t.net/ark:/99166/w6p85768
http://id.loc.gov/authorities/names/n85221039,http://n2t.net/ark:/99166/w6ks71kq
http://id.loc.gov/authorities/names/n95012148,http://n2t.net/ark:/99166/w63z0k7k
http://id.loc.gov/authorities/names/n50010179,http://n2t.net/ark:/99166/w64b2zq8
http://id.loc.gov/authorities/names/no95005882,http://n2t.net/ark:/99166/w6d221w2
http://id.loc.gov/authorities/names/n81004879,http://n2t.net/ark:/99166/w6r49s4r
http://id.loc.gov/authorities/names/no2011190062,http://n2t.net/ark:/99166/w6jm6dsj
http://id.loc.gov/authorities/names/no2002061539,http://n2t.net/ark:/99166/w6s761p1
http://id.loc.gov/authorities/names/n85060478,http://n2t.net/ark:/99166/w6kh1vm2
http://id.loc.gov/authorities/names/n50042023,http://n2t.net/ark:/99166/w6tb1pmf
http://id.loc.gov/authorities/names/n81017185,http://n2t.net/ark:/99166/w60702sc
http://id.loc.gov/authorities/names/n87933536,http://n2t.net/ark:/99166/w6q81zdf
http://id.loc.gov/authorities/names/nr99010018,http://n2t.net/ark:/99166/w67954xr
http://id.loc.gov/authorities/names/n82038036,http://n2t.net/ark:/99166/w6qc05bp
http://id.loc.gov/authorities/names/nr92020443,http://n2t.net/ark:/99166/w6kh2ssv
http://id.loc.gov/authorities/names/n84199394,http://n2t.net/ark:/99166/w6255nkj
http://id.loc.gov/authorities/names/no91028116,http://n2t.net/ark:/99166/w6gf1k59
http://id.loc.gov/authorities/names/n92040388,http://n2t.net/ark:/99166/w65m6jrb
http://id.loc.gov/authorities/names/n81118811,http://n2t.net/ark:/99166/w6fj2s9p
http://id.loc.gov/authorities/names/no89009120,http://n2t.net/ark:/99166/w6gf1crf
http://id.loc.gov/authorities/names/n98000180,http://n2t.net/ark:/99166/w6c5462v
http://id.loc.gov/authorities/names/nr96030129,http://n2t.net/ark:/99166/w6r82jjz
http://id.loc.gov/authorities/names/n88215069,http://n2t.net/ark:/99166/w6z03gmh
http://id.loc.gov/authorities/names/n83148854,http://n2t.net/ark:/99166/w6jw8krp
http://id.loc.gov/authorities/names/nr89017351,http://n2t.net/ark:/99166/w68h1fbq
http://id.loc.gov/authorities/names/n79054112,http://n2t.net/ark:/99166/w60c7kqq
http://id.loc.gov/authorities/names/n88667538,http://n2t.net/ark:/99166/w6g16htr
http://id.loc.gov/authorities/names/n80002286,http://n2t.net/ark:/99166/w61v5cp5
http://id.loc.gov/authorities/names/n83193403,http://n2t.net/ark:/99166/w6t72gdm
http://id.loc.gov/authorities/names/n50029994,http://n2t.net/ark:/99166/w6pc34tc
http://id.loc.gov/authorities/names/no2004005549,http://n2t.net/ark:/99166/w6tm9px8
http://id.loc.gov/authorities/names/no2010131768,http://n2t.net/ark:/99166/w6b305m3
http://id.loc.gov/authorities/names/n97922601,http://n2t.net/ark:/99166/w6h99sdw
http://id.loc.gov/authorities/names/n79066063,http://n2t.net/ark:/99166/w6zs33ps
http://id.loc.gov/authorities/names/n85138021,http://n2t.net/ark:/99166/w6n882nv
http://id.loc.gov/authorities/names/n79007065,http://n2t.net/ark:/99166/w6dz0v7p
http://id.loc.gov/authorities/names/n81023065,http://n2t.net/ark:/99166/w6427m36
http://id.loc.gov/authorities/names/n50036227,http://n2t.net/ark:/99166/w6sb4468
http://id.loc.gov/authorities/names/n81066479,http://n2t.net/ark:/99166/w6pg2mfw
http://id.loc.gov/authorities/names/n84163172,http://n2t.net/ark:/99166/w6dj7sbq
http://id.loc.gov/authorities/names/n80070506,http://n2t.net/ark:/99166/w6nc8phj
http://id.loc.gov/authorities/names/no92013009,http://n2t.net/ark:/99166/w6766741
http://id.loc.gov/authorities/names/n79021157,http://n2t.net/ark:/99166/w6cv4gr1
http://id.loc.gov/authorities/names/no99005999,http://n2t.net/ark:/99166/w61553hq
http://id.loc.gov/authorities/names/n50042166,http://n2t.net/ark:/99166/w6dj7j5k
http://id.loc.gov/authorities/names/no2008140005,http://n2t.net/ark:/99166/w67m2ts6
http://id.loc.gov/authorities/names/n84130843,http://n2t.net/ark:/99166/w64m9h6k
http://id.loc.gov/authorities/names/n85816204,http://n2t.net/ark:/99166/w6ff57sf
http://id.loc.gov/authorities/names/n80070855,http://n2t.net/ark:/99166/w6qv3nv5
http://id.loc.gov/authorities/names/n50038669,http://n2t.net/ark:/99166/w6pn96vp
http://id.loc.gov/authorities/names/n83175296,http://n2t.net/ark:/99166/w6765wd3
http://id.loc.gov/authorities/names/nr96001731,http://n2t.net/ark:/99166/w6zw2vk6
http://id.loc.gov/authorities/names/n50030259,http://n2t.net/ark:/99166/w6gm8tt3
http://id.loc.gov/authorities/names/n50050858,http://n2t.net/ark:/99166/w6qg222n
http://id.loc.gov/authorities/names/n79139255,http://n2t.net/ark:/99166/w67p8x4w
http://id.loc.gov/authorities/names/nr2004033910,http://n2t.net/ark:/99166/w6j71jkt
http://id.loc.gov/authorities/names/no98115703,http://n2t.net/ark:/99166/w64j11nw
http://id.loc.gov/authorities/names/n85080339,http://n2t.net/ark:/99166/w6xw8n1h
http://id.loc.gov/authorities/names/n85825837,http://n2t.net/ark:/99166/w6hm618z
http://id.loc.gov/authorities/names/n50026227,http://n2t.net/ark:/99166/w6tf00n8
http://id.loc.gov/authorities/names/n50053327,http://n2t.net/ark:/99166/w61j9bhx
http://id.loc.gov/authorities/names/no98128587,http://n2t.net/ark:/99166/w6cg3scn
http://id.loc.gov/authorities/names/nr2004016432,http://n2t.net/ark:/99166/w69p30ck
http://id.loc.gov/authorities/names/n84805246,http://n2t.net/ark:/99166/w6gj0rhh
http://id.loc.gov/authorities/names/n87846484,http://n2t.net/ark:/99166/w6126qfm
http://id.loc.gov/authorities/names/n79059809,http://n2t.net/ark:/99166/w64b36gd
http://id.loc.gov/authorities/names/n50037359,http://n2t.net/ark:/99166/w6st7pvc
http://id.loc.gov/authorities/names/n84229908,http://n2t.net/ark:/99166/w6m053n2
http://id.loc.gov/authorities/names/n89600284,http://n2t.net/ark:/99166/w6nq2tck
http://id.loc.gov/authorities/names/n82164713,http://n2t.net/ark:/99166/w615514z
http://id.loc.gov/authorities/names/no89006806,http://n2t.net/ark:/99166/w6hx1xr6
http://id.loc.gov/authorities/names/n79133137,http://n2t.net/ark:/99166/w6bp03bj
http://id.loc.gov/authorities/names/n88603950,http://n2t.net/ark:/99166/w6zk60vv
http://id.loc.gov/authorities/names/n81061980,http://n2t.net/ark:/99166/w6pv7fmr
http://id.loc.gov/authorities/names/nr92003159,http://n2t.net/ark:/99166/w6gj0768
http://id.loc.gov/authorities/names/n79084973,http://n2t.net/ark:/99166/w6b292cs
http://id.loc.gov/authorities/names/n81035774,http://n2t.net/ark:/99166/w6zk7k8n
http://id.loc.gov/authorities/names/nr95015747,http://n2t.net/ark:/99166/w6np45qm
http://id.loc.gov/authorities/names/nr92042156,http://n2t.net/ark:/99166/w6m32wg7
http://id.loc.gov/authorities/names/n50041475,http://n2t.net/ark:/99166/w6s476pf
http://id.loc.gov/authorities/names/n90709407,http://n2t.net/ark:/99166/w6h711s0
http://id.loc.gov/authorities/names/n50012447,http://n2t.net/ark:/99166/w6mw2pqt
http://id.loc.gov/authorities/names/n98089127,http://n2t.net/ark:/99166/w6d2614q
http://id.loc.gov/authorities/names/no98063588,http://n2t.net/ark:/99166/w69s296q
http://id.loc.gov/authorities/names/n87150277,http://n2t.net/ark:/99166/w6n661jn
http://id.loc.gov/authorities/names/n50041025,http://n2t.net/ark:/99166/w6n878t6
http://id.loc.gov/authorities/names/n78095625,http://n2t.net/ark:/99166/w68p62c7
http://id.loc.gov/authorities/names/n50034430,http://n2t.net/ark:/99166/w6611jhr
http://id.loc.gov/authorities/names/n50039202,http://n2t.net/ark:/99166/w6dj61th
http://id.loc.gov/authorities/names/n88212169,http://n2t.net/ark:/99166/w66q61js
http://id.loc.gov/authorities/names/n96029554,http://n2t.net/ark:/99166/w6xh076z
http://id.loc.gov/authorities/names/n88650124,http://n2t.net/ark:/99166/w6pk12dg
http://id.loc.gov/authorities/names/n79042253,http://n2t.net/ark:/99166/w65q4w4p
http://id.loc.gov/authorities/names/n85306897,http://n2t.net/ark:/99166/w6kw8bww
http://id.loc.gov/authorities/names/n2004076115,http://n2t.net/ark:/99166/w6j97d0h
http://id.loc.gov/authorities/names/no91010305,http://n2t.net/ark:/99166/w6g44vpc
http://id.loc.gov/authorities/names/n94090837,http://n2t.net/ark:/99166/w6r21cqp
http://id.loc.gov/authorities/names/n50016812,http://n2t.net/ark:/99166/w6543109
http://id.loc.gov/authorities/names/n82260640,http://n2t.net/ark:/99166/w6ws9ccq
http://id.loc.gov/authorities/names/n96023509,http://n2t.net/ark:/99166/w6pk0hm5
http://id.loc.gov/authorities/names/n94080134,http://n2t.net/ark:/99166/w66d7xz6
http://id.loc.gov/authorities/names/n89635826,http://n2t.net/ark:/99166/w6gh9ww5
http://id.loc.gov/authorities/names/n87858025,http://n2t.net/ark:/99166/w6h13pkv
http://id.loc.gov/authorities/names/n79055596,http://n2t.net/ark:/99166/w60c5fct
http://id.loc.gov/authorities/names/no2003074856,http://n2t.net/ark:/99166/w6r21vtt
http://id.loc.gov/authorities/names/nr92018650,http://n2t.net/ark:/99166/w6j96bjg
http://id.loc.gov/authorities/names/n80020498,http://n2t.net/ark:/99166/w64b37mm
http://id.loc.gov/authorities/names/n50051530,http://n2t.net/ark:/99166/w6bv7k1p
http://id.loc.gov/authorities/names/n50021262,http://n2t.net/ark:/99166/w6v413gv
http://id.loc.gov/authorities/names/n80016953,http://n2t.net/ark:/99166/w6gq6wqv
http://id.loc.gov/authorities/names/n81024889,http://n2t.net/ark:/99166/w65q5tdt
http://id.loc.gov/authorities/names/n80138149,http://n2t.net/ark:/99166/w6b5848x
http://id.loc.gov/authorities/names/n85198538,http://n2t.net/ark:/99166/w6p26w2n
http://id.loc.gov/authorities/names/no92014365,http://n2t.net/ark:/99166/w6jq2xbf
http://id.loc.gov/authorities/names/n2001060279,http://n2t.net/ark:/99166/w6qf9chh
http://id.loc.gov/authorities/names/nr99020841,http://n2t.net/ark:/99166/w6989kq7
http://id.loc.gov/authorities/names/n79116015,http://n2t.net/ark:/99166/w65m67rm
http://id.loc.gov/authorities/names/n50054948,http://n2t.net/ark:/99166/w6hh8krk
http://id.loc.gov/authorities/names/n50078827,http://n2t.net/ark:/99166/w60z72x2
http://id.loc.gov/authorities/names/n80019576,http://n2t.net/ark:/99166/w64q8d3n
http://id.loc.gov/authorities/names/n50006238,http://n2t.net/ark:/99166/w6ws9437
http://id.loc.gov/authorities/names/n85121703,http://n2t.net/ark:/99166/w6r212b1
http://id.loc.gov/authorities/names/no95017779,http://n2t.net/ark:/99166/w6wq081w
http://id.loc.gov/authorities/names/n50041619,http://n2t.net/ark:/99166/w60r9q49
http://id.loc.gov/authorities/names/n81143855,http://n2t.net/ark:/99166/w68s6f1b
http://id.loc.gov/authorities/names/n82017333,http://n2t.net/ark:/99166/w6cj8n87
http://id.loc.gov/authorities/names/n85025588,http://n2t.net/ark:/99166/w62d1wpp
http://id.loc.gov/authorities/names/n85335924,http://n2t.net/ark:/99166/w6833pz9
http://id.loc.gov/authorities/names/n92060378,http://n2t.net/ark:/99166/w68771xw
http://id.loc.gov/authorities/names/n50035558,http://n2t.net/ark:/99166/w6ff7dcw
http://id.loc.gov/authorities/names/no2005099481,http://n2t.net/ark:/99166/w6ns4xgm
http://id.loc.gov/authorities/names/no92001167,http://n2t.net/ark:/99166/w6kd2wkc
http://id.loc.gov/authorities/names/n87910240,http://n2t.net/ark:/99166/w6fr0dnx
http://id.loc.gov/authorities/names/nr94021175,http://n2t.net/ark:/99166/w6g58fnt
http://id.loc.gov/authorities/names/n86826812,http://n2t.net/ark:/99166/w6z32jm0
http://id.loc.gov/authorities/names/nr95030235,http://n2t.net/ark:/99166/w68h2p5r
http://id.loc.gov/authorities/names/n79103647,http://n2t.net/ark:/99166/w651407c
http://id.loc.gov/authorities/names/n97877493,http://n2t.net/ark:/99166/w6sn0p4k
http://id.loc.gov/authorities/names/n79115269,http://n2t.net/ark:/99166/w6kq5ss2
http://id.loc.gov/authorities/names/n80131738,http://n2t.net/ark:/99166/w65q4xxd
http://id.loc.gov/authorities/names/n79022278,http://n2t.net/ark:/99166/w6j10npz
http://id.loc.gov/authorities/names/no2006038180,http://n2t.net/ark:/99166/w6g75rk6
http://id.loc.gov/authorities/names/n86024093,http://n2t.net/ark:/99166/w6fv2113
http://id.loc.gov/authorities/names/n90654460,http://n2t.net/ark:/99166/w6jh460z
http://id.loc.gov/authorities/names/n50008699,http://n2t.net/ark:/99166/w6dv1m2w
http://id.loc.gov/authorities/names/n81146641,http://n2t.net/ark:/99166/w6377dzb
http://id.loc.gov/authorities/names/nr2001029599,http://n2t.net/ark:/99166/w6643s4h
http://id.loc.gov/authorities/names/n85147869,http://n2t.net/ark:/99166/w66t4r2g
http://id.loc.gov/authorities/names/n80153811,http://n2t.net/ark:/99166/w6sj1jmj
http://id.loc.gov/authorities/names/nr89007202,http://n2t.net/ark:/99166/w63f4qr9
http://id.loc.gov/authorities/names/n81094256,http://n2t.net/ark:/99166/w6wd3z0r
http://id.loc.gov/authorities/names/n86860264,http://n2t.net/ark:/99166/w68s4rnc
http://id.loc.gov/authorities/names/n85083850,http://n2t.net/ark:/99166/w6hm5dmm
http://id.loc.gov/authorities/names/n80089836,http://n2t.net/ark:/99166/w63x905q
http://id.loc.gov/authorities/names/n89611246,http://n2t.net/ark:/99166/w6n01757
http://id.loc.gov/authorities/names/n91098753,http://n2t.net/ark:/99166/w6j146hv
http://id.loc.gov/authorities/names/n89664346,http://n2t.net/ark:/99166/w6nd04dw
http://id.loc.gov/authorities/names/n96077991,http://n2t.net/ark:/99166/w6gb2bk4
http://id.loc.gov/authorities/names/n88041000,http://n2t.net/ark:/99166/w6sg5m3g
http://id.loc.gov/authorities/names/n82039774,http://n2t.net/ark:/99166/w61g85qg
http://id.loc.gov/authorities/names/n83022039,http://n2t.net/ark:/99166/w6bv9jw7
http://id.loc.gov/authorities/names/no92019412,http://n2t.net/ark:/99166/w6z03gpd
http://id.loc.gov/authorities/names/n79107741,http://n2t.net/ark:/99166/w65v48hj
http://id.loc.gov/authorities/names/n50012294,http://n2t.net/ark:/99166/w6255n38
http://id.loc.gov/authorities/names/n81005141,http://n2t.net/ark:/99166/w62v2fp5
http://id.loc.gov/authorities/names/n79077371,http://n2t.net/ark:/99166/w6x6408c
http://id.loc.gov/authorities/names/n88027686,http://n2t.net/ark:/99166/w6sj22tt
http://id.loc.gov/authorities/names/n50018733,http://n2t.net/ark:/99166/w6x92jb5
http://id.loc.gov/authorities/names/n97045148,http://n2t.net/ark:/99166/w6v73nzj
http://id.loc.gov/authorities/names/n85090285,http://n2t.net/ark:/99166/w6ft93xw
http://id.loc.gov/authorities/names/n87823183,http://n2t.net/ark:/99166/w6j396b6
http://id.loc.gov/authorities/names/n90603295,http://n2t.net/ark:/99166/w6xd1kvz
http://id.loc.gov/authorities/names/n93005512,http://n2t.net/ark:/99166/w6xd25bn
http://id.loc.gov/authorities/names/n50017612,http://n2t.net/ark:/99166/w6kp8jd1
http://id.loc.gov/authorities/names/n77013232,http://n2t.net/ark:/99166/w6891p2z
http://id.loc.gov/authorities/names/n50038852,http://n2t.net/ark:/99166/w6tv4sg6
http://id.loc.gov/authorities/names/n94088416,http://n2t.net/ark:/99166/w6n62q1p
http://id.loc.gov/authorities/names/nr95003294,http://n2t.net/ark:/99166/w6pc5z8w
http://id.loc.gov/authorities/names/no90013869,http://n2t.net/ark:/99166/w66t0pqn
http://id.loc.gov/authorities/names/n50006003,http://n2t.net/ark:/99166/w6qz2gfc
http://id.loc.gov/authorities/names/no99028875,http://n2t.net/ark:/99166/w6765spf
http://id.loc.gov/authorities/names/n81147284,http://n2t.net/ark:/99166/w6c82n7r
http://id.loc.gov/authorities/names/n83056905,http://n2t.net/ark:/99166/w6rx9pz6
http://id.loc.gov/authorities/names/n82037414,http://n2t.net/ark:/99166/w6dc0dnt
http://id.loc.gov/authorities/names/n96052108,http://n2t.net/ark:/99166/w6m33fwm
http://id.loc.gov/authorities/names/n50024488,http://n2t.net/ark:/99166/w6df6sxx
http://id.loc.gov/authorities/names/nr98001175,http://n2t.net/ark:/99166/w6cc22d0
http://id.loc.gov/authorities/names/no90024219,http://n2t.net/ark:/99166/w6w2235t
http://id.loc.gov/authorities/names/n88001999,http://n2t.net/ark:/99166/w64t7rsd
http://id.loc.gov/authorities/names/no88005385,http://n2t.net/ark:/99166/w6206vj7
http://id.loc.gov/authorities/names/no90005114,http://n2t.net/ark:/99166/w63495vt
http://id.loc.gov/authorities/names/n86114086,http://n2t.net/ark:/99166/w6vm4p11
http://id.loc.gov/authorities/names/n94116796,http://n2t.net/ark:/99166/w6543ft1
http://id.loc.gov/authorities/names/no2006062901,http://n2t.net/ark:/99166/w6hx2gt3
http://id.loc.gov/authorities/names/nr2004029326,http://n2t.net/ark:/99166/w6zc8knw
http://id.loc.gov/authorities/names/n93067787,http://n2t.net/ark:/99166/w6vt1wwn
http://id.loc.gov/authorities/names/n82011033,http://n2t.net/ark:/99166/w690293f
http://id.loc.gov/authorities/names/n86056178,http://n2t.net/ark:/99166/w6pg9pxn
http://id.loc.gov/authorities/names/n84191136,http://n2t.net/ark:/99166/w6737k5z
http://id.loc.gov/authorities/names/n50000568,http://n2t.net/ark:/99166/w6cc1k3s
http://id.loc.gov/authorities/names/n85265275,http://n2t.net/ark:/99166/w64j0zwt
http://id.loc.gov/authorities/names/n85121884,http://n2t.net/ark:/99166/w63201fp
http://id.loc.gov/authorities/names/no2003023173,http://n2t.net/ark:/99166/w68s4vht
http://id.loc.gov/authorities/names/n2007009745,http://n2t.net/ark:/99166/w65t3nw9
http://id.loc.gov/authorities/names/n83008313,http://n2t.net/ark:/99166/w64b73nx
http://id.loc.gov/authorities/names/n83046840,http://n2t.net/ark:/99166/w6gb23gw
http://id.loc.gov/authorities/names/n80002947,http://n2t.net/ark:/99166/w60v8qf0
http://id.loc.gov/authorities/names/n80106735,http://n2t.net/ark:/99166/w6474wth
http://id.loc.gov/authorities/names/n95029259,http://n2t.net/ark:/99166/w6bk5fsc
http://id.loc.gov/authorities/names/no93024955,http://n2t.net/ark:/99166/w6pc4frk
http://id.loc.gov/authorities/names/n81070780,http://n2t.net/ark:/99166/w6n87k05
http://id.loc.gov/authorities/names/n50051834,http://n2t.net/ark:/99166/w6rx99kq
http://id.loc.gov/authorities/names/n84023273,http://n2t.net/ark:/99166/w6wb8phc
http://id.loc.gov/authorities/names/nr99011561,http://n2t.net/ark:/99166/w6np2kw2
http://id.loc.gov/authorities/names/nr94003680,http://n2t.net/ark:/99166/w6dz39hs
http://id.loc.gov/authorities/names/n00074350,http://n2t.net/ark:/99166/w6gj070k
http://id.loc.gov/authorities/names/n79063559,http://n2t.net/ark:/99166/w65z50v4
http://id.loc.gov/authorities/names/nb98045736,http://n2t.net/ark:/99166/w6st8zkg
http://id.loc.gov/authorities/names/n85809626,http://n2t.net/ark:/99166/w6gr05rp
http://id.loc.gov/authorities/names/n84019698,http://n2t.net/ark:/99166/w6ns3mbq
http://id.loc.gov/authorities/names/n85224780,http://n2t.net/ark:/99166/w62j6d40
http://id.loc.gov/authorities/names/no92013674,http://n2t.net/ark:/99166/w6zw25p8
http://id.loc.gov/authorities/names/n80032108,http://n2t.net/ark:/99166/w69k7d4w
http://id.loc.gov/authorities/names/nr2005012198,http://n2t.net/ark:/99166/w6126bww
http://id.loc.gov/authorities/names/n85803801,http://n2t.net/ark:/99166/w6ht6rsf
http://id.loc.gov/authorities/names/no2007070702,http://n2t.net/ark:/99166/w69w1cb0
http://id.loc.gov/authorities/names/n82140077,http://n2t.net/ark:/99166/w6fj2xdp
http://id.loc.gov/authorities/names/n79134099,http://n2t.net/ark:/99166/w6k64pkk
http://id.loc.gov/authorities/names/n83066326,http://n2t.net/ark:/99166/w6dc24vz
http://id.loc.gov/authorities/names/n90631921,http://n2t.net/ark:/99166/w63x92p8
http://id.loc.gov/authorities/names/n83073827,http://n2t.net/ark:/99166/w6qv3m84
http://id.loc.gov/authorities/names/n85158227,http://n2t.net/ark:/99166/w69z9q1t
http://id.loc.gov/authorities/names/n79073670,http://n2t.net/ark:/99166/w66w9bqm
http://id.loc.gov/authorities/names/no95053523,http://n2t.net/ark:/99166/w6b88p74
http://id.loc.gov/authorities/names/n88121488,http://n2t.net/ark:/99166/w69g7k5c
http://id.loc.gov/authorities/names/no91029316,http://n2t.net/ark:/99166/w66q22z2
http://id.loc.gov/authorities/names/n86111142,http://n2t.net/ark:/99166/w6wd43pr
http://id.loc.gov/authorities/names/n82119448,http://n2t.net/ark:/99166/w6hh6mt4
http://id.loc.gov/authorities/names/nr2002022437,http://n2t.net/ark:/99166/w6dn5d8j
http://id.loc.gov/authorities/names/nr00032680,http://n2t.net/ark:/99166/w6jd5gk7
http://id.loc.gov/authorities/names/n89125933,http://n2t.net/ark:/99166/w6pn9dpx
http://id.loc.gov/authorities/names/n83013676,http://n2t.net/ark:/99166/w63r30f9
http://id.loc.gov/authorities/names/nr93012022,http://n2t.net/ark:/99166/w6zp4hm6
http://id.loc.gov/authorities/names/n89632064,http://n2t.net/ark:/99166/w6wh3n93
http://id.loc.gov/authorities/names/n82157248,http://n2t.net/ark:/99166/w6k68mgx
http://id.loc.gov/authorities/names/n83022081,http://n2t.net/ark:/99166/w6k08n91
http://id.loc.gov/authorities/names/n82220770,http://n2t.net/ark:/99166/w60p13nv
http://id.loc.gov/authorities/names/n89103552,http://n2t.net/ark:/99166/w6rf637s
